Record Type,Record Name,Record Topic,Record SubTopic,Date,Start Time,TTime,CTime,End Time,ETime,Total Time,Restart-1,R1-Start Time,R1-CTime,R1-End Time,R1-ETime
Subject,Root.Youtube,Motivational,,03-Oct-2021,08:16:11 PM,00:20:00,00:20:00,08:44:46 PM,00:08:23,1701,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,03-Oct-2021,08:45:20 PM,00:20:00,00:08:52,08:54:14 PM,,533,,,,,
Subject,Root,Probability for ML,,03-Oct-2021,08:57:49 PM,01:00:00,00:51:07,09:49:19 PM,,3068,,,,,
Subject,Root,Probability for ML,,05-Oct-2021,09:47:11 AM,01:00:00,00:20:24,10:07:53 AM,,1225,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,05-Oct-2021,10:09:15 AM,00:20:00,00:13:20,10:22:40 AM,,801,,,,,
Subject,Root,Probability for ML,,05-Oct-2021,10:52:30 AM,00:30:00,00:19:20,11:11:56 AM,,1161,,,,,
Subject,Root,Probability for ML,,06-Oct-2021,10:07:28 AM,01:00:00,00:50:15,10:57:57 AM,,3016,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,06-Oct-2021,11:13:13 AM,00:30:00,00:25:29,11:38:50 AM,,1530,,,,,
Subject,Root.Statistical Learning,Learning R,,09-Oct-2021,03:47:28 PM,01:00:00,01:00:00,04:51:20 PM,00:03:17,3797,,,,,
Subject,Root.Statistical Learning,Learning R,,11-Oct-2021,04:40:39 PM,00:30:00,00:25:26,05:06:18 PM,,1527,,,,,
Subject,Root.Statistical Learning,Learning R,,11-Oct-2021,05:11:21 PM,00:30:00,00:30:00,06:19:27 PM,00:37:48,4048,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,11-Oct-2021,08:20:32 PM,00:30:00,00:30:00,11:19:39 PM,00:10:8333,10656,,,,,
Subject,Root.Statistical Learning,Learning R,,12-Oct-2021,09:28:29 AM,00:30:00,00:24:59,10:03:32 AM,,1500,,,,,
Subject,Root.Statistical Learning,Learning R,,12-Oct-2021,10:15:14 AM,00:30:00,00:03:01,10:18:17 AM,,182,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,12-Oct-2021,01:10:04 PM,00:30:00,00:29:07,01:39:29 PM,,1748,,,,,
Subject,Root.Statistical Learning,Learning R,,12-Oct-2021,01:40:07 PM,01:00:00,00:41:17,02:21:44 PM,,2478,,,,,
Subject,Root.Statistical Learning,Learning R,,12-Oct-2021,04:21:40 PM,00:30:00,00:30:00,05:09:32 PM,00:17:36,2849,,,,,
Subject,Root.Statistical Learning,Learning R,,12-Oct-2021,05:59:20 PM,00:30:00,00:30:00,06:46:33 PM,00:11:19,2475,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Entertainment,,12-Oct-2021,10:26:25 PM,01:00:00,01:00:00,01:14:25 AM,01:28:1163,9985,,,,,
Subject,Root.Statistical Learning,Learning R,,13-Oct-2021,09:59:44 AM,01:00:00,00:26:42,10:26:40 AM,,1603,,,,,
Subject,Root.Statistical Learning,Learning R,,13-Oct-2021,10:45:04 AM,00:30:00,00:30:00,11:35:13 AM,00:19:53,2985,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,13-Oct-2021,02:35:43 PM,01:00:00,01:00:00,04:06:50 PM,00:30:31,5416,,,,,
Subject,Root.Statistical Learning,Learning R,,13-Oct-2021,04:09:34 PM,01:00:00,00:12:37,04:22:17 PM,,758,,,,,
Subject,Root.Statistical Learning,Learning R,,13-Oct-2021,04:25:22 PM,00:30:00,00:25:48,04:51:23 PM,,1549,,,,,
Subject,Root.Statistical Learning,Learning R,,13-Oct-2021,05:09:26 PM,00:30:00,00:30:00,05:42:42 PM,00:03:01,1980,,,,,
Subject,Root.Statistical Learning,Learning R,,13-Oct-2021,08:29:15 PM,01:00:00,00:46:25,09:16:04 PM,,2786,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,13-Oct-2021,09:22:29 PM,01:00:00,01:00:00,11:28:00 PM,00:25:2404,7476,,,,,
Subject,Root.Statistical Learning,Learning R,,14-Oct-2021,09:32:38 AM,01:00:00,00:50:31,10:26:12 AM,,3032,,,,,
Subject,Root.Statistical Learning,Learning R,,14-Oct-2021,06:32:17 PM,01:00:00,01:00:00,07:59:08 PM,00:26:18,5164,,,,,
Subject,Root.Statistical Learning,Learning R,,14-Oct-2021,08:19:39 PM,00:30:00,00:30:00,08:55:47 PM,00:05:49,2147,,,,,
Subject,Root.Statistical Learning,Learning R,,14-Oct-2021,09:01:10 PM,00:30:00,00:30:00,10:12:18 PM,00:17:1428,4227,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,14-Oct-2021,10:31:58 PM,01:00:00,01:00:00,01:32:45 AM,01:03:3439,10754,,,,,
Subject,Root.Statistical Learning,Learning R,,15-Oct-2021,09:51:48 AM,00:30:00,00:30:00,11:03:49 AM,00:20:36,3026,,,,,
Subject,Root.Statistical Learning,Learning R,,15-Oct-2021,11:04:11 AM,00:30:00,00:30:00,12:11:02 PM,00:09:00,2336,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,15-Oct-2021,12:11:55 PM,00:30:00,00:22:13,12:34:20 PM,,1334,,,,,
Subject,Root.Statistical Learning,Learning R,,15-Oct-2021,12:34:37 PM,00:20:00,00:19:45,12:54:30 PM,,1186,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,15-Oct-2021,12:55:06 PM,01:00:00,00:31:12,01:26:36 PM,,1873,,,,,
Subject,Root.Statistical Learning,Learning R,,15-Oct-2021,01:29:17 PM,00:30:00,00:30:00,02:24:40 PM,00:25:03,3290,,,,,
Subject,Root.Statistical Learning,Learning R,,15-Oct-2021,05:42:56 PM,00:30:00,00:30:00,06:52:22 PM,00:35:248,4126,,,,,
Subject,Root.Statistical Learning,Learning R,,15-Oct-2021,06:59:47 PM,00:30:00,00:22:47,07:33:58 PM,,1368,,,,,
Subject,Root.Statistical Learning,Learning R,,15-Oct-2021,07:52:59 PM,01:00:00,01:00:00,10:10:49 PM,01:04:17,7422,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,15-Oct-2021,10:23:38 PM,01:00:00,01:00:00,02:10:01 AM,00:22:8626,13458,,,,,
Subject,Root.Statistical Learning,Learning R,,16-Oct-2021,10:17:42 AM,00:30:00,00:30:00,10:49:39 AM,00:01:38,1899,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,16-Oct-2021,10:50:07 AM,00:20:00,00:19:58,11:10:16 AM,,1199,,,,,
Subject,Root.Statistical Learning,Learning R,,16-Oct-2021,11:10:48 AM,00:30:00,00:30:00,12:15:26 PM,00:34:22,3847,,,,,
Subject,Root.Statistical Learning,Learning R,,16-Oct-2021,12:21:12 PM,00:30:00,00:30:00,01:00:53 PM,00:05:265,2362,,,,,
Subject,Root.Statistical Learning,Learning R,,16-Oct-2021,01:01:19 PM,00:20:00,00:17:04,01:18:34 PM,,1025,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,16-Oct-2021,01:23:12 PM,01:00:00,00:32:46,01:56:15 PM,,1967,,,,,
Subject,Root.Statistical Learning,Learning R,,16-Oct-2021,02:05:56 PM,01:00:00,01:00:00,03:14:47 PM,00:06:00,3958,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,16-Oct-2021,05:21:40 PM,00:20:00,00:16:38,05:38:25 PM,,999,,,,,
Subject,Root.Statistical Learning,Learning R,,16-Oct-2021,05:41:37 PM,00:30:00,00:30:00,06:39:18 PM,00:27:25,3432,,,,,
Subject,Root.Statistical Learning,Learning R2,,16-Oct-2021,06:47:20 PM,00:30:00,00:30:00,08:12:14 PM,00:02:3157,5049,,,,,
Subject,Root.Statistical Learning,Learning R2,,16-Oct-2021,08:26:35 PM,00:40:00,00:40:00,09:24:27 PM,00:17:29,3440,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,16-Oct-2021,09:39:04 PM,01:00:00,01:00:00,12:26:08 AM,00:35:4294,9951,,,,,
Subject,Root.Statistical Learning,Learning R2,,17-Oct-2021,02:33:08 PM,00:30:00,00:17:04,02:50:20 PM,,1025,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Entertainment,,17-Oct-2021,05:44:52 PM,00:30:00,00:30:00,06:28:46 PM,00:06:57,2214,,,,,
Subject,Root.Statistical Learning,Statistics -R,,17-Oct-2021,06:32:16 PM,00:30:00,00:30:00,07:35:11 PM,00:27:49,3457,,,,,
Subject,Root.Statistical Learning,Learning R2,,17-Oct-2021,07:35:45 PM,01:00:00,01:00:00,09:19:27 PM,00:26:282,5430,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,17-Oct-2021,09:21:09 PM,00:20:00,00:18:32,09:39:49 PM,,1113,,,,,
Subject,Root.Statistical Learning,Learning R2,,17-Oct-2021,09:40:05 PM,00:30:00,00:13:13,09:53:23 PM,,794,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,17-Oct-2021,10:36:34 PM,01:00:00,01:00:00,03:13:10 AM,01:38:7091,16465,,,,,
Subject,Root.Statistical Learning,Learning R2,,18-Oct-2021,01:41:49 PM,01:00:00,00:46:05,02:28:16 PM,,2766,,,,,
Subject,Root.Statistical Learning,Learning R2,,18-Oct-2021,02:32:18 PM,00:30:00,00:26:04,02:58:36 PM,,1565,,,,,
Subject,Root.Statistical Learning,Learning R2,,18-Oct-2021,04:39:36 PM,00:20:00,00:01:48,04:41:26 PM,,109,,,,,
Subject,Root.Statistical Learning,Statistics In R,,19-Oct-2021,09:18:21 AM,00:30:00,00:21:42,09:40:16 AM,,1303,,,,,
Subject,Root.Statistical Learning,Statistics In R,,19-Oct-2021,10:02:30 AM,01:00:00,01:00:00,11:03:20 AM,00:00:15,3616,,,,,
Subject,Root.Statistical Learning,Statistics In R,,19-Oct-2021,11:11:10 AM,01:00:00,01:00:00,12:55:00 PM,00:43:17,6173,,,,,
Subject,Root.Statistical Learning,Statistics In R,,19-Oct-2021,02:00:45 PM,01:00:00,00:55:43,02:57:01 PM,,3344,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,19-Oct-2021,01:11:30 PM,00:30:00,00:30:00,02:57:31 PM,01:15:42,6300,,,,,
